Contig	T0-R-Dry-soil-A_sort TPM	T0-R-Dry-soil-B_sort TPM	T0-R-Dry-soil-C_sort TPM	T1-R-H218O-A_sort TPM	T1-R-H218O-B_sort TPM	T1-R-H218O-C_sort TPM	T1-R-H218O-P-A_sort TPM	T1-R-H218O-P-B_sort TPM	T1-R-H218O-P-C_sort TPM	T1-R-H2O-A_sort TPM	T1-R-H2O-B_sort TPM	T1-R-H2O-C_sort TPM	T1-R-H2O-P-A_sort TPM	T1-R-H2O-P-B_sort TPM	T1-R-H2O-P-C_sort TPM	T2-R-H218O-A_sort TPM	T2-R-H218O-B_sort TPM	T2-R-H218O-C_sort TPM	T2-R-H218O-P-A_sort TPM	T2-R-H218O-P-B_sort TPM	T2-R-H218O-P-C_sort TPM	T2-R-H2O-A_sort TPM	T2-R-H2O-B_sort TPM	T2-R-H2O-C_sort TPM	T2-R-H2O-P-A_sort TPM	T2-R-H2O-P-B_sort TPM	T2-R-H2O-P-C_sort TPM	T3-R-H218O-A_sort TPM	T3-R-H218O-B_sort TPM	T3-R-H218O-C_sort TPM	T3-R-H218O-P-A_sort TPM	T3-R-H218O-P-B_sort TPM	T3-R-H218O-P-C_sort TPM	T3-R-H2O-A_sort TPM	T3-R-H2O-B_sort TPM	T3-R-H2O-C_sort TPM	T3-R-H2O-P-A_sort TPM	T3-R-H2O-P-B_sort TPM	T3-R-H2O-P-C_sort TPM
T3-R-H218O-C_NODE_8332_length_792_cov_1.589459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271.9334	0	0	0	0	0	370.75006	0	0	185.99083	0	0	0	0	0	0
T3-R-H218O-C_NODE_8457_length_789_cov_2.033426	0	0	0	0	0	0	0	0	0	0	324.56653	0	0	0	0	0	0	0	0	0	82.29761	0	0	0	0	0	0	0	0	584.8229	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_8846_length_780_cov_2.307475	0	387.44745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349.65427	0	0	0	0	645.3499	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_9085_length_775_cov_1.559659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_9650_length_762_cov_2.968162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357.82184	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_9919_length_757_cov_1.800292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_10573_length_745_cov_1.838279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_10828_length_740_cov_3.550075	0	0	0	0	0	0	0	0	266.1765	0	259.54355	220.13777	0	224.98067	0	0	0	0	0	0	0	0	398.23346	0	0	0	0	370.71115	0	1020.35016	0	0	0	0	143.76094	0	0	0	440.04904
T3-R-H218O-C_NODE_11221_length_733_cov_1.288520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_11994_length_720_cov_2.848998	0	355.1602	0	0	462.95828	0	0	0	0	425.15906	0	263.96158	0	132.13148	0	0	0	320.1407	0	0	0	0	233.8831	299.12677	0	0	0	0	0	757.38965	776.288	0	102.295	1245.9991	0	240.74396	0	0	0
T3-R-H218O-C_NODE_12083_length_719_cov_2.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_12806_length_708_cov_3.169545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_12810_length_708_cov_2.729984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119.56042	0	0	0	0	0	0	0	0	0	0	0	0	0	444.36154	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_13232_length_702_cov_1.879556	0	0	0	0	0	0	0	0	0	0	273.59302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_13727_length_695_cov_5.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_14020_length_692_cov_1.381643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_14913_length_681_cov_1.165574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338.78506	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_15000_length_680_cov_1.218391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277.59528	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_18081_length_648_cov_2.558059	136.33539	0	0	0	0	226.95291	0	219.06987	0	0	0	0	0	367.03207	142.4478	0	0	0	0	0	0	0	194.90257	132.94522	0	0	78.67577	0	0	550.24023	117.6194	0	0	0	328.34293	133.74664	198.92665	0	0
T3-R-H218O-C_NODE_19889_length_633_cov_1.852313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_19951_length_632_cov_5.966132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_20629_length_627_cov_2.462230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_20741_length_626_cov_4.055856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072.1469	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_21389_length_621_cov_2.223636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_21685_length_619_cov_1.866788	0	0	0	0	0	395.97598	0	0	181.83298	0	413.70413	263.16956	0	0	178.94582	0	0	0	0	0	0	0	0	0	0	0	0	443.17654	0	813.2032	0	0	0	214.71164	721.8246	0	96.11367	0	0
T3-R-H218O-C_NODE_21927_length_617_cov_2.289377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679.8663	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_23291_length_608_cov_1.189944	0	420.58447	410.64874	0	0	0	0	0	0	0	0	0	0	0	0	0	118.65161	0	0	0	0	0	0	0	0	0	0	0	0	344.9649	83.571686	0	0	0	244.96109	0	0	0	0
T3-R-H218O-C_NODE_23375_length_607_cov_2.878731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-C_NODE_23954_length_603_cov_4.219925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347.82538	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1_length_8216_cov_84.524371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_4_length_6249_cov_52.235999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_6_length_5101_cov_6.955070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_7_length_4718_cov_11.014633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_8_length_4651_cov_60.634934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_9_length_4583_cov_47.919326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_11_length_4329_cov_20.763739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_12_length_4317_cov_20.707725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_16_length_4042_cov_125.423571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_17_length_4029_cov_82.195301	0	0	0	0	0	0	578.256	0	244.44115	0	0	0	681.33746	531.2811	540.6866	0	0	0	476.5926	675.5528	543.92725	0	0	0	756.9174	1484.459	2062.5588	0	212.71672	218.64055	4414.012	0	671.1579	0	0	0	1717.8397	816.8049	0
T3-R-H218O-P-A_NODE_18_length_4027_cov_64.456269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_25_length_3844_cov_25.427511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1364.8013	0	268.24496	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_27_length_3521_cov_14.819710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_29_length_3499_cov_28.528880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_37_length_3379_cov_19.977630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_39_length_3361_cov_54.998480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_42_length_3304_cov_33.485308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_67_length_2929_cov_15.682995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_71_length_2910_cov_12.219443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_125_length_2591_cov_170.396825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_126_length_2583_cov_5.244029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_152_length_2475_cov_4.267471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_182_length_2378_cov_79.628955	0	0	0	0	0	0	0	388.0245	307.65555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5106.7983	0	0	0	0	0	825.6154	0	0
T3-R-H218O-P-A_NODE_183_length_2373_cov_18.332754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_220_length_2297_cov_5.652291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_244_length_2255_cov_9.162088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585.96625	709.7851	0	0	0	0	561.13074	0	0	0
T3-R-H218O-P-A_NODE_262_length_2216_cov_35.813986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123.5413	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_269_length_2204_cov_12.497890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_283_length_2175_cov_17.282795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_291_length_2163_cov_8.206023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333.51898	0	0	0	0	0	0	935.96344	0	0	0	0	0	0	205.54858	0	0	514.6059	0	0	0	0	0
T3-R-H218O-P-A_NODE_314_length_2123_cov_13.158382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_345_length_2081_cov_22.378607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4443.876	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_368_length_2045_cov_3.459473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_369_length_2042_cov_51.734145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_405_length_2000_cov_21.465008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4306.2813	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_439_length_1965_cov_4.925026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_462_length_1942_cov_4.425975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955.00635	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_484_length_1925_cov_23.917476	0	0	0	0	0	0	418.25912	0	423.907	0	0	0	326.988	358.29956	268.52704	0	0	0	0	192.01416	0	0	0	0	714.8303	633.4562	582.6504	0	0	0	1623.331	0	317.01953	0	0	0	546.0087	486.79037	0
T3-R-H218O-P-A_NODE_499_length_1906_cov_13.782016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_510_length_1892_cov_12.043932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_515_length_1886_cov_22.538292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_551_length_1855_cov_7.405830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_566_length_1841_cov_3.407910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_580_length_1828_cov_6.190097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_696_length_1749_cov_12.676996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.20708	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_719_length_1736_cov_4.911712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_762_length_1710_cov_10.686394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_778_length_1700_cov_11.072437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_808_length_1683_cov_29.400124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	837.8024	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_812_length_1680_cov_8.945929	368.1056	0	0	0	0	0	203.9385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960.2787	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_824_length_1674_cov_12.819713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_913_length_1634_cov_23.207294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_995_length_1596_cov_7.632787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1010_length_1591_cov_205.887500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1069_length_1571_cov_4.328667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1117_length_1554_cov_8.738368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1159_length_1539_cov_3.326294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.33374	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1162_length_1538_cov_8.373551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1190_length_1527_cov_9.136676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1450_length_1445_cov_9.106259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1553_length_1416_cov_18.411152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1610_length_1404_cov_13.441860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1754_length_1372_cov_4.917756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1945_length_1337_cov_3.774882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1966_length_1333_cov_8.390650	0	697.5797	412.0657	0	0	0	102.810715	905.2042	295.52963	0	0	0	0	0	304.68668	0	0	0	260.09088	0	0	0	0	0	74.39963	363.00845	0	0	0	0	819.5417	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_1981_length_1332_cov_3.658208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.97721	0	0	0	0	0	223.32716	0	0
T3-R-H218O-P-A_NODE_1991_length_1330_cov_10.718824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_2063_length_1317_cov_4.218299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_2174_length_1299_cov_18.337134	0	0	0	0	0	0	712.1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_2197_length_1296_cov_1.426939	102.2516	0	192.6499	0	0	0	0	0	0	0	0	0	134.91331	0	0	0	0	0	0	0	0	0	0	265.89032	0	0	0	123.47514	0	0	235.23868	0	0	0	311.92606	0	0	0	0
T3-R-H218O-P-A_NODE_2233_length_1291_cov_1.708197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299.92575	0	0	0	0	0	0	0	324.92453	216.47076	0	0	630.56006	0	0	0	0	0
T3-R-H218O-P-A_NODE_2311_length_1280_cov_3.480562	914.5125	1779.8369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.86206	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_2517_length_1252_cov_3.447079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598.6191	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_2721_length_1231_cov_3.954310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_2967_length_1203_cov_4.794170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_3258_length_1173_cov_3.612523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_3260_length_1173_cov_3.197822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324.8824	0	0	0	0	413.75937	0	0	0
T3-R-H218O-P-A_NODE_3265_length_1172_cov_7.283379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.04253	0	0	0	0	0	0	0	0	0	0	0	0	0	1265.7457
T3-R-H218O-P-A_NODE_3317_length_1167_cov_4.804745	0	0	0	0	0	0	0	0	0	0	0	0	269.68808	0	205.65211	0	0	0	0	0	0	663.58856	234.48431	0	0	0	0	0	321.2965	0	217.70177	0	0	398.60583	0	0	0	0	0
T3-R-H218O-P-A_NODE_3368_length_1162_cov_4.098075	0	0	0	0	0	0	0	0	0	0	0	233.65169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360.75348	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_3442_length_1155_cov_6.221402	0	0	0	0	0	0	578.44354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505.91626	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_3588_length_1143_cov_4.646455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.4773	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_3768_length_1128_cov_4.852412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_3809_length_1124_cov_6.155745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_4285_length_1089_cov_23.710216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_4430_length_1080_cov_3.585728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T3-R-H218O-P-A_NODE_4614_length_1067_cov_6.894578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.76813	0	0	0	0	0	0	0	0
